
ClusterName	GeneSetName	GeneSet#	ModGene#	Hit#	GeneSet	FoldEnrichment	Pval	BH
Cluster_5	TF_TG_PROXIMAL_FILTERED_ZNF263	308	2825	57	C19ORF53,AIF1L,DUSP6,ZNF462,CENPN,MAP3K8,RAP1A,SDF2L1,TNFRSF1A,EIF3G,CRKL,CCDC94,PPIC,TGIF1,EHD2,CSAD,RARS,GART,THG1L,TFDP1,TOP3B,PARP8,COTL1,PMF1,DARS,BMPR1A,PLAUR,HDDC2,SBNO2,EMX2,PPP1R14C,P4HB,IMP3,ACADL,CCND2,SLC1A3,HMGA2,VCAN,TAF13,RPL35,RPL38,RPL27,MRC2,NUF2,SSFA2,MSRB3,BAG3,GPX1,ARL6IP6,ATM,TSC22D4,RHOC,RANBP1,TJP2,NRM,NID1,TGFB2	1.1002356051028617	0.44170179893557704	0.651227011251171
Cluster_5	TF_TG_PROXIMAL_FILTERED_SREBF1	125	2825	24	FADS2,DHRS1,PGD,PANK3,SCFD1,PMF1,DBI,C14ORF119,C2ORF76,TMEM97,NGDN,ZNF219,FOXN2,HSD17B12,FOXJ1,SNX5,TF,ACOT1,HIF1A,ABHD4,PRMT5,TMEM14C,NFKBIA,GMPR2	1.141465486725664	0.4714692351506367	0.686315975219281
Cluster_5	TF_TG_PROXIMAL_FILTERED_SETDB1	125	2825	18	ZNF35,AIF1L,ZNF426,SDF2L1,PDCD2,CRKL,C1QTNF1,FGD3,TOP3B,PMF1,TDP2,C7ORF49,KIF15,RPA2,PHF19,RPIA,PARP12,RANBP1	0.8560991150442478	1	1
Cluster_5	TF_TG_PROXIMAL_FILTERED_FOXA2	201	2825	37	GSTO1,DUSP6,GOLM1,ATAD2,BCAS1,LGALS8,TRIB1,SDC4,AHCY,PLD1,TGIF1,ETV4,CFB,PLEKHH2,IL1R1,CD302,SORBS3,LRP10,DDAH2,C2,CP,ZNF217,NFE2L2,TM4SF1,A2M,TF,NCOA4,G2E3,IRS1,NAGLU,GPT2,CFLAR,CLIC1,GDF15,TMEM123,TGFBR2,STOM	1.0943776691762428	0.5688706038256528	0.807655795554939
Cluster_5	TF_TG_PROXIMAL_FILTERED_TCF4	319	2825	57	AKT2,DUSP4,DUSP6,SLC7A5,LY75,SHC1,ETFB,YAP1,MYO9B,NUP155,GGH,TGIF1,ETV4,EEF1D,TES,RRP1B,CCDC38,HAUS8,RAB13,IL1R1,RPS27,HK2,RBMS1,HES1,TCF7L2,TMEM51,ZNF217,NFE2L2,NSMCE1,TM4SF1,TAGLN2,A2M,SNX5,PEMT,CTSZ,ANO6,NEDD9,DCLRE1B,CCND1,SAMHD1,PASK,SKA2,S100A10,SSR2,GCNT1,RHOBTB3,INPP5D,CLIC1,GDF15,MTSS1L,PDIA4,TMEM123,NFKBIA,CKS1B,KLF10,TGFBR2,FMNL2	1.0622964463062112	0.597182042204939	0.837511400653268
Cluster_5	TF_TG_PROXIMAL_FILTERED_NFE2	122	2825	18	AIF1L,APEX1,SDF2L1,HPS5,TSPAN31,GBA,GNS,LAMP1,TPP1,PNP,C17ORF49,MFSD1,HEXA,CDK4,NAGPA,PRR5L,RPUSD4,BAX	0.8771507326273031	1	1
Cluster_5	TF_TG_PROXIMAL_FILTERED_IRF4	9	2825	2	CIITA,NCF2	1.3211406096361848	0.6530454461796851	0.894050313222188
Cluster_5	TF_TG_PROXIMAL_FILTERED_SIRT6	39	2825	5	SDF2L1,CDC45,CRKL,TOP3B,CLIC1	0.7621965055593375	1	1
Cluster_5	TF_TG_PROXIMAL_FILTERED_ZEB1	100	2825	15	F11R,FUCA1,SYK,TACC3,IFIH1,POLR1D,VAV1,PMF1,RABEP2,SEC23B,PTPN6,SNX8,FHOD1,IRF7,ZFP36	0.8917699115044248	1	1
Cluster_5	TF_TG_PROXIMAL_FILTERED_MXI1	59	2825	11	SHC1,SDF2L1,CRKL,GPATCH4,SCFD2,SLC25A25,NUBP1,KIF23,CCT5,RANBP1,CKS1B	1.1084145792710365	0.7266728428840777	0.960544562432976
Cluster_5	TF_TG_PROXIMAL_FILTERED_RDBP	17	2825	2	AIF1L,SDF2L1	0.6994273815720979	1	1
Cluster_5	TF_TG_PROXIMAL_FILTERED_ETS1	180	2825	28	AIF1L,NOP14,SDF2L1,CDC45,ACTB,CRKL,TLCD1,TTC32,NTHL1,RPL10A,RPL13A,VARS,RPS19,RPS11,IFRD2,TOP3B,DDAH2,NCAPG,PHF19,PRDX1,RPL12,LSM3,CLIC1,RANBP1,HIST1H1D,HIST1H1E,HIST1H1B,HIST1H1C	0.9247984267453293	1	1
Cluster_5	TF_TG_PROXIMAL_FILTERED_EGR1	328	2825	57	SET,PKMYT1,SP1,U2AF1,CDC26,YES1,POLA2,DDR1,DHRS13,NUP188,WDR55,HNRNPF,CEP57,GNL3,YTHDF2,PGD,ZNF768,TPT1,RPS19,ARRDC4,PRKRA,PRPF4,PMF1,SNAPC2,FCHSD2,WDHD1,FIGNL1,PIGX,TMC6,STAT1,SOCS4,ZBTB12,NFE2L2,ME1,EIF4A3,CD63,PAK4,MAD2L2,CCND3,PHF19,DDX59,DDX20,LRWD1,RPL9,GCSH,CREB3L2,OGG1,ZCWPW1,RPL10,RPL18,BZW1,ERF,CD164,PTP4A2,NKIRAS2,RANBP1,KLF10	1.0331480682063459	0.7657911216293334	0.96114675668954
Cluster_5	TF_TG_PROXIMAL_FILTERED_FOSL1	83	2825	15	CAPNS1,AIF1L,NEK2,SDF2L1,CDC45,CRKL,TNFAIP3,TOP3B,PMF1,DDAH2,EMP3,RCC1,PHF19,CLIC1,RANBP1	1.0744215801258128	0.7683115536179472	0.96114675668954
Cluster_5	TF_TG_PROXIMAL_FILTERED_ESR1	191	2825	30	CDCA3,SLC7A5,C4ORF19,MS4A7,CUEDC1,OLFML3,G0S2,CDC14A,SLC39A8,TPM3,IFRD2,GPR37L1,RPS21,MEOX1,VGLL4,PMF1,CASP7,HES1,HR,COL9A3,NEDD9,PES1,IER3,IGFBP4,PGPEP1,PTPN13,RHOC,B9D1,ACADVL,HSPB8	0.9337904832507066	1	1
Cluster_5	TF_TG_PROXIMAL_FILTERED_YY1	378	2825	61	ATF4,TBL3,PTRH1,CENPL,RIF1,NRF1,CDC45,HNRNPA1,CRKL,RACGAP1,MRPS11,GBA,UBIAD1,CRYZ,RRM1,GPATCH4,PHB2,CDK5RAP2,WDR46,GART,NR1H3,TMEM39A,SLC39A7,RPL13A,CCDC58,RAB13,RPS11,RPS27,PMF1,EMG1,H2AFX,AKT1S1,SASS6,SRP9,MRPL52,FTSJ3,GTF3C6,EIF4A1,SNX5,KIF15,MRPS7,CRELD2,EXOSC2,RPA2,PHF19,NUP35,ZNF175,UBA52,S100A13,ZNF143,SF3B3,RPL12,MPDU1,EIF4G2,NAGPA,PTBP1,PNRC2,NKIRAS2,CHCHD5,GUSB,BAX	0.9593997284262771	1	1
Cluster_5	TF_TG_PROXIMAL_FILTERED_BRF1	23	2825	3	AIF1L,SDF2L1,TOP3B	0.7754520969603694	1	1
Cluster_5	TF_TG_PROXIMAL_FILTERED_TCF12	242	2825	42	DHFR,ODC1,LY86,PPAN,ACTB,PCK2,TLCD1,PTMA,POU3F2,POU3F3,CRYZ,YTHDF2,CDKN2A,DHRS1,LCK,TINF2,PMF1,FAM167B,MDC1,PSME1,TAPBPL,NCF4,EMX2,BIRC3,PPP1R15A,PTPN6,RGS3,ZBP1,ISG20,IER3,NKX2-2,LAPTM5,TM9SF1,ZFP36,LSP1,TRAF4,CFLAR,NFKBIA,HIST1H1E,HIST1H1C,GMPR2,MEIS1	1.0317998976084253	0.7954354276897083	0.962895517729647
Cluster_5	TF_TG_PROXIMAL_FILTERED_XRCC4	31	2825	4	AIF1L,SDF2L1,CRKL,TOP3B	0.7671139023693977	1	1
Cluster_5	TF_TG_PROXIMAL_FILTERED_NR2C2	33	2825	6	NUP107,AIF1L,SDF2L1,TOP3B,NOL7,SNRPB2	1.0809332260659694	0.8157616134161311	0.966559294591319
Cluster_5	TF_TG_PROXIMAL_FILTERED_TRIM28	43	2825	6	AIF1L,SDF2L1,CRKL,TOP3B,RCC1,ID3	0.8295534060506278	1	1
Cluster_5	TF_TG_PROXIMAL_FILTERED_NRF1	402	2825	69	NUP107,FNBP4,POFUT2,KHDRBS1,SDF2L1,HNRNPA1,EIF3E,CRKL,SMARCC1,POLA2,NUDCD2,TAX1BP3,PDCL3,ADAM10,C4ORF46,SLC3A2,BTF3,PLK4,SLC39A7,GTF3A,TPR,NOB1,RPL13A,SLC35A4,SCFD1,RPS29,NFYA,APBA3,PMF1,EIF2S1,ASNSD1,CASP2,RBM7,C14ORF119,ETFDH,KRTCAP2,ARF4,MRPL45,SUMF2,PELI1,SARS,EEF2,DTL,RCC1,PTTG1IP,DSN1,XRCC5,XRCC2,INTS7,CCT3,CCT5,NPM1,SPC24,TMX1,NUP62,UTP18,SAMHD1,AURKA,RPL36,RAD21,CDC7,RPL14,ABHD4,ABHD5,DSCR3,RHOA,POLH,FAM60A,SPRY4	1.0204332320697398	0.8396381000891064	0.966559294591319
Cluster_5	TF_TG_PROXIMAL_FILTERED_USF1	407	2825	70	SKAP2,ATF4,CHAF1A,APEX1,MITD1,PKN2,CENPP,HPS1,HPS5,AP4M1,EIF3F,AGTRAP,DEPDC1,GBA,RELB,NUP188,LMNB1,TDG,GNS,NTHL1,STARD13,HNRNPM,TCN2,GRN,LAMP1,HMGN2,SUPT16H,SNRPE,TPP1,RPL13A,SEC11C,SLC35B2,PANK3,ATP6V0E1,UBXN1,TOP3A,EME1,YBX1,MFSD1,DCK,AKT1S1,HEXA,SLC16A1,EEF2,FOXM1,SLC25A13,EIF4A1,THUMPD2,DHX35,ANLN,BRCA2,RPA1,PICALM,RBM19,UTP18,IRF9,RPL23,TRIP6,SSR3,RPL19,NCL,DSCR3,CD164,CDK4,NAGPA,PTBP1,FEN1,PRMT3,RPUSD4,BAX	1.0225044030353765	0.8404863431228862	0.966559294591319
Cluster_5	TF_TG_PROXIMAL_FILTERED_USF2	234	2825	38	SKAP2,AIF1L,APEX1,CENPP,SDF2L1,HPS1,HPS5,TSPAN31,EIF3F,AGTRAP,GBA,NUP188,TDG,GNS,NTHL1,GRN,LAMP1,TPP1,SLC35B2,PNP,C17ORF49,TOP3B,EME1,PMF1,YBX1,MFSD1,IQCG,AKT1S1,HEXA,EEF2,DHX35,PICALM,SSR3,CDK4,NAGPA,RPUSD4,HIST1H1E,BAX	0.9654489070418273	1	1
Cluster_5	TF_TG_PROXIMAL_FILTERED_BDP1	75	2825	13	AIF1L,SLC7A2,SDF2L1,CDC45,CRKL,CNN2,TOP3B,NPR1,TRIM7,PRMT5,MPZL1,POLG,ZNF184	1.030489675516224	0.8772473156784808	0.989053346108091
Cluster_5	TF_TG_PROXIMAL_FILTERED_ELF1	362	2825	62	POP4,C19ORF53,GTSE1,DDIT3,CDCA5,PTRH1,CENPQ,SDF2L1,HPS1,HPS5,CDC45,EIF3D,CRKL,MYO9B,CARS,TMEM208,GALE,LHPP,YTHDF2,OXNAD1,ADPGK,NOB1,HAUS8,SLC35B3,RPS19,ZNF845,TOP3B,TOP3A,XPOT,FANCD2,RBM7,RPS3A,PMM2,SASS6,LYPLA2,GATAD2A,LRRC59,SBNO2,DDOST,PPP1R15B,ZDHHC6,KIF14,BRCA2,CD63,AURKA,RPL32,RPL37,RPL27,SSR3,LMAN2,RPS3,RPL18,SF3A3,GTF2H3,TM9SF1,C1ORF131,RPS7,RPS6,SNRPB2,UGGT1,RANBP1,CHCHD5	1.0182271549405955	0.8869943109359826	0.99033345395765
Cluster_5	TF_TG_PROXIMAL_FILTERED_HMGN3	59	2825	10	AIF1L,SDF2L1,ACTB,CRKL,TOP3B,PMF1,DDAH2,NFE2L2,PHF19,RANBP1	1.007649617519124	0.9999999999884273	1
Cluster_5	TF_TG_PROXIMAL_FILTERED_HSF1	59	2825	10	CENPA,NOP58,PCK2,TRA2B,CCT3,EARS2,PRMT5,POLG,HSPD1,HSPE1	1.007649617519124	0.9999999999884273	1
Cluster_5	TF_TG_PROXIMAL_FILTERED_WRNIP1	1	2825	0		0.0	1	1
Cluster_5	TF_TG_PROXIMAL_FILTERED_POLR3A	54	2825	9	CNN2,PLEKHG2,RPS29,NPR1,TRIM7,PRMT5,MPZL1,POLG,ZNF184	0.9908554572271386	1	1
Cluster_5	TF_TG_PROXIMAL_FILTERED_SREBF2	54	2825	9	PANK3,TINF2,PMF1,NGDN,ZNF219,SNX5,PRMT5,NFKBIA,GMPR2	0.9908554572271386	1	1
Cluster_5	TF_TG_PROXIMAL_FILTERED_FAM48A	4	2825	0		0.0	1	1
Cluster_5	TF_TG_PROXIMAL_FILTERED_POU5F1	5	2825	1	PMF1	1.1890265486725664	1.0000000000288485	1
Cluster_5	TF_TG_PROXIMAL_FILTERED_HDAC2	55	2825	9	AIF1L,SDF2L1,CRKL,TOP3B,PMF1,DDAH2,PHF19,CLIC1,RANBP1	0.9728399034593725	1	1
Cluster_5	TF_TG_PROXIMAL_FILTERED_BHLHE40	10	2825	1	DHFR	0.5945132743362832	1	1
Cluster_5	TF_TG_PROXIMAL_FILTERED_GATA3	16	2825	2	MS4A7,HES1	0.743141592920354	1	1
Cluster_5	TF_TG_PROXIMAL_FILTERED_BRF2	27	2825	4	AIF1L,SDF2L1,CRKL,TOP3B	0.8807604064241232	1	1
Cluster_5	TF_TG_PROXIMAL_FILTERED_ATF3	235	2825	39	AIF1L,TBL3,APEX1,PKN2,SDF2L1,HPS5,PCK2,PCNA,GBA,TMEM208,EPRS,GNS,NTHL1,DHRS1,LAMP1,CFL2,TPP1,TINF2,FANCD2,PMF1,MFSD1,NGDN,PSME1,HEXA,PSMB6,DHX35,IRF9,RPIA,GTF2H3,ABHD4,CDK4,NAGPA,RPUSD4,RANBP1,NFKBIA,GMPR2,HSPD1,HSPE1,BAX	0.9866390510261721	1	1
Cluster_6	TF_TG_PROXIMAL_FILTERED_RAD21	639	547	44	COL12A1,COL23A1,JAG1,PLK2,NETO2,AIF1L,TMEM51,FAM102B,ELOVL2,MYOF,SLC7A5,GPRC5B,FGD6,ZNF217,FGF1,RNF43,IGFBP3,KIRREL,BCL2,SLC13A3,C15ORF39,MYO1B,RAB13,ANTXR1,SOX9,PPP1R3B,TRIB2,NECAB2,PCK2,CCR1,AKAP12,RHOC,TLCD1,B9D1,RAMP1,LMO1,PDGFRA,MYCN,NPR1,ZFP36L2,EFNB1,PITPNC1,PMP22,LPIN3	2.1141923652416224	3.340278435484331E-6	0.000384132020080698
Cluster_6	TF_TG_PROXIMAL_FILTERED_ELF1	362	547	0		0.0	1	1
Cluster_6	TF_TG_PROXIMAL_FILTERED_USF1	407	547	1	TRIP6	0.07543940816335698	1	1
Cluster_6	TF_TG_PROXIMAL_FILTERED_GABPA	408	547	2	TPM3,FAM173A	0.15050901530630534	1	1
Cluster_6	TF_TG_PROXIMAL_FILTERED_YY1	378	547	2	CDK5RAP2,RAB13	0.1624541752512502	1	1
Cluster_6	TF_TG_PROXIMAL_FILTERED_NRF1	402	547	3	NUP62,SLC3A2,SPRY4	0.22913312777974842	1	1
Cluster_6	TF_TG_PROXIMAL_FILTERED_NFYA	266	547	1	UNG	0.1154279666258883	1	1
Cluster_6	TF_TG_PROXIMAL_FILTERED_GATA2	326	547	21	IER3,ST3GAL6,AIF1L,SLC6A9,MYOF,DUSP6,NFIB,FBLIM1,BCAR3,PECAM1,CCL2,MEST,ANGPT2,TRAF3IP2,ICAM2,EPHB4,TLR4,TJP2,S1PR1,HES1,LAMB1	1.9778546673994237	0.0037868472352039413	0.0544359290060567
Cluster_6	TF_TG_PROXIMAL_FILTERED_BRCA1	169	547	0		0.0	1	1
Cluster_6	TF_TG_PROXIMAL_FILTERED_USF2	234	547	1	AIF1L	0.13121298770293285	1	1
Cluster_6	TF_TG_PROXIMAL_FILTERED_ZNF263	308	547	19	AIF1L,MRC2,DUSP6,MSRB3,MAP3K8,LHX2,EMX2,PPP1R14C,CDO1,RHOC,TJP2,CCND2,PPIC,SLC1A3,TGFB2,SMAD3,HMGA2,TGIF1,PLAUR	1.8940679978157127	0.008288501082308329	0.0866525113150416
Cluster_6	TF_TG_PROXIMAL_FILTERED_EGR1	328	547	3	PAX6,SNAPC2,KLF10	0.28082779685200876	1	1
Cluster_6	TF_TG_PROXIMAL_FILTERED_BCL11A	59	547	6	HLA-DMB,CIITA,CCDC102A,CD74,ZFP36L1,HIST1H1D	3.1224243175409785	0.012148787530071085	0.107470043535244
Cluster_6	TF_TG_PROXIMAL_FILTERED_SIX5	309	547	3	AIF1L,CALR3,NOS3	0.2980955254610319	1	1
Cluster_6	TF_TG_PROXIMAL_FILTERED_MAX	406	547	5	SLC13A3,MEST,TLCD1,NUP62,SLC3A2	0.37812609756756516	1	1
Cluster_6	TF_TG_PROXIMAL_FILTERED_SP2	211	547	1	ABHD2	0.14551582522505352	1	1
Cluster_6	TF_TG_PROXIMAL_FILTERED_TFAP2A	121	547	9	ORAI1,TEAD1,DAG1,PPP1R3C,PTGES,SDC4,COL5A1,LAMA5,STOM	2.283756628945261	0.01742649454143608	0.117885110133244
Cluster_6	TF_TG_PROXIMAL_FILTERED_NFYB	308	547	3	UNG,KLF10,ETV4	0.2990633680761651	1	1
Cluster_6	TF_TG_PROXIMAL_FILTERED_ZBTB33	196	547	1	AIF1L	0.1566522404208484	1	1
Cluster_6	TF_TG_PROXIMAL_FILTERED_TCF4	319	547	18	TMEM51,DUSP4,DUSP6,SLC7A5,ZNF217,LY75,RAB13,SPATS2L,PTPRG,YAP1,GDF15,MTSS1L,HRH1,SMAD3,TGIF1,KLF10,ETV4,HES1	1.7325050288550257	0.02393305639251922	0.137615074256986
Cluster_6	TF_TG_PROXIMAL_FILTERED_E2F4	246	547	2	DDX11,SLC3A2	0.24962470831289665	1	1
Cluster_6	TF_TG_PROXIMAL_FILTERED_SP1	363	547	5	UNG,ABHD2,SLC25A25,PCK2,HIST1H2BB	0.4229178942491224	1	1
Cluster_6	TF_TG_PROXIMAL_FILTERED_GTF2B	229	547	2	HIST1H1D,POLG	0.2681558001963868	1	1
Cluster_6	TF_TG_PROXIMAL_FILTERED_ATF3	235	547	2	AIF1L,PCK2	0.2613092691275429	1	1
Cluster_6	TF_TG_PROXIMAL_FILTERED_FOXA2	201	547	12	CP,DUSP6,GOLM1,ZNF217,FST,SDC4,SPATS2L,CD302,GDF15,TGIF1,ETV4,STOM	1.8330650222379874	0.041788136418936694	0.192225427527109
Cluster_6	TF_TG_PROXIMAL_FILTERED_TFAP2C	181	547	11	ORAI1,TEAD1,GOLIM4,DAG1,PPP1R3C,PTGES,SDC4,COL5A1,LAMA5,STOM,HES1	1.8659791731897746	0.05232642944867852	0.230438998517721
Cluster_6	TF_TG_PROXIMAL_FILTERED_SUZ12	271	547	15	RFX4,DUSP4,PAX6,ASCL1,GSX1,CDKN2A,WNT7B,NPTX1,LHX2,EMX2,PRRX1,POU3F2,POU3F3,INHBB,OLIG1	1.6994744901745178	0.054103069217203974	0.230438998517721
Cluster_6	TF_TG_PROXIMAL_FILTERED_MEF2A	66	547	5	HLA-DMB,CIITA,CD74,ZFP36L1,NFKBIZ	2.3260484183701733	0.06359533607847387	0.261195130322303
Cluster_6	TF_TG_PROXIMAL_FILTERED_PBX3	300	547	4	ABHD2,SLC25A25,HIP1,ETV5	0.4093845216331505	1	1
Cluster_6	TF_TG_PROXIMAL_FILTERED_SRF	249	547	3	AIF1L,REV3L,PDLIM7	0.36992577256007575	1	1
Cluster_6	TF_TG_PROXIMAL_FILTERED_ELK4	96	547	0		0.0	1	1
Cluster_6	TF_TG_PROXIMAL_FILTERED_ZEB1	100	547	0		0.0	1	1
Cluster_6	TF_TG_PROXIMAL_FILTERED_CTBP2	176	547	10	RFX4,PAX6,CDKN2A,LHX2,EMX2,PRRX1,WNT5A,POU3F2,POU3F3,RGS20	1.74453631377763	0.08244724413583293	0.287316153806691
Cluster_6	TF_TG_PROXIMAL_FILTERED_TAF1	488	547	9	ADM,CTH,PCK2,CD74,STK17B,AFF1,HS3ST3B1,ETV5,SLC3A2	0.5662593280786405	1	1
Cluster_6	TF_TG_PROXIMAL_FILTERED_REST	288	547	4	GSX1,ANKRD34C,HTR5A,NRXN1	0.4264422100345318	1	1
Cluster_6	TF_TG_PROXIMAL_FILTERED_GATA3	16	547	2	MS4A7,HES1	3.8379798903107862	0.0940703585970995	0.300502534407401
Cluster_6	TF_TG_PROXIMAL_FILTERED_SIN3A	196	547	2	TGIF1,SLC3A2	0.3133044808416968	1	1
Cluster_6	TF_TG_PROXIMAL_FILTERED_EP300	458	547	21	CP,AIF1L,FAM102B,TEAD1,ANXA1,DUSP6,TMEM37,RARB,ZNF217,FST,PCK2,SLC7A11,GPC5,GPC6,GDF15,NPR1,AFF1,POLG,ETV4,SLC3A2,HES1	1.407817951031031	0.10831058761023198	0.327782041452018
Cluster_6	TF_TG_PROXIMAL_FILTERED_GATA1	172	547	9	AIF1L,SLC6A9,NFIA,TMEM56,SLC39A8,KLF3,GYPC,TGIF1,STOM	1.6065962331533523	0.13221390754841608	0.38986152225815
Cluster_6	TF_TG_PROXIMAL_FILTERED_STAT3	239	547	12	TMEM173,PLSCR1,F2R,SEMA4B,TRAF3IP2,ICAM1,EPAS1,OSMR,TJP2,HRH1,NFKBIZ,STOM	1.541615353430274	0.13728252251238623	0.39468725222311
Cluster_6	TF_TG_PROXIMAL_FILTERED_FOXA1	386	547	18	TRIL,ELK3,CP,DUSP6,TMEM37,GOLM1,FST,SLC25A25,MEOX1,CD302,GDF15,ZFP36L2,MS4A7,TGIF1,ETV4,ETV5,STOM,HES1	1.4317852440537648	0.14370936518192534	0.395642247500369
Cluster_6	TF_TG_PROXIMAL_FILTERED_ESR1	191	547	10	IER3,SLC7A5,SLC39A8,TPM3,IGFBP4,MEOX1,RHOC,B9D1,MS4A7,HES1	1.6075308441092298	0.14449542952187386	0.395642247500369
Cluster_6	TF_TG_PROXIMAL_FILTERED_TRIM28	43	547	3	AIF1L,GPC5,GPC6	2.1421283108711364	0.16397184951399335	0.438529364979285
Cluster_6	TF_TG_PROXIMAL_FILTERED_HNF4A	224	547	11	TTYH3,TMEM37,SLC38A3,SMPDL3A,SLC25A25,PCK2,GDF15,ZFP36L2,ETV4,LAMA5,SARDH	1.507777814050666	0.179063860801283	0.468007818003353
Cluster_6	TF_TG_PROXIMAL_FILTERED_NFE2	122	547	1	AIF1L	0.2516708124793958	1	1
Cluster_6	TF_TG_PROXIMAL_FILTERED_SREBF1	125	547	1	ACOT1	0.2456307129798903	1	1
Cluster_6	TF_TG_PROXIMAL_FILTERED_SETDB1	125	547	1	AIF1L	0.2456307129798903	1	1
Cluster_6	TF_TG_PROXIMAL_FILTERED_SMARCC1	7	547	1	ITGA5	4.386262731783756	0.20691263817663622	0.482256318669359
Cluster_6	TF_TG_PROXIMAL_FILTERED_NFKB1	132	547	7	MAP3K8,CIITA,ICAM1,TLCD1,CD74,ZFP36L1,NFKBIZ	1.6282338928591213	0.20799470528538855	0.482256318669359
Cluster_6	TF_TG_PROXIMAL_FILTERED_RFX5	87	547	5	HLA-DQA1,HLA-DQB1,HLA-DMA,HLA-DMB,CD74	1.7645884553153042	0.20967666029102563	0.482256318669359
Cluster_6	TF_TG_PROXIMAL_FILTERED_SMC3	89	547	5	PLK2,AIF1L,C15ORF39,TLCD1,ZFP36L2	1.724934782162151	0.2166117460670301	0.48843825093546
Cluster_6	TF_TG_PROXIMAL_FILTERED_JUND	359	547	16	LIPH,IER3,AIF1L,MTMR11,ADM,TEAD1,ANXA1,TMEM37,ZNF217,PTGES,PCK2,GDF15,ZFP36L2,HIST1H1D,ETV4,SLC3A2	1.3684162283002246	0.22567690824131176	0.499093162456747
Cluster_6	TF_TG_PROXIMAL_FILTERED_JUN	208	547	10	IER3,ANXA1,ZNF217,DAB2,CCL2,SLC7A11,TLR4,ITPRIP,DDAH1,UACA	1.4761461116579946	0.2318334630064178	0.503034872561095
Cluster_6	TF_TG_PROXIMAL_FILTERED_CTCFL	148	547	2	AIF1L,EIF4EBP1	0.4149167448984633	1	1
Cluster_6	TF_TG_PROXIMAL_FILTERED_IRF4	9	547	1	CIITA	3.4115376802762545	0.25775416454083133	0.538940525858102
Cluster_6	TF_TG_PROXIMAL_FILTERED_TAF7	69	547	4	ADM,HIST1H1D,HIST1H1A,SLC3A2	1.7799327027528282	0.2884897064023756	0.568987172291649
Cluster_6	TF_TG_PROXIMAL_FILTERED_E2F6	263	547	5	NETO2,SLC7A5,GOLIM4,TPM3,NUP62	0.5837231772335797	1	1
Cluster_6	TF_TG_PROXIMAL_FILTERED_KAT2A	33	547	2	IER3,HIST1H1D	1.8608387346961386	0.2921701555218577	0.568987172291649
Cluster_6	TF_TG_PROXIMAL_FILTERED_ETS1	180	547	3	AIF1L,TLCD1,HIST1H1D	0.5117306520414381	1	1
Cluster_6	TF_TG_PROXIMAL_FILTERED_TAL1	189	547	3	SLC6A9,TMEM56,SLC3A2	0.4873625257537506	1	1
Cluster_6	TF_TG_PROXIMAL_FILTERED_HNF4G	126	547	6	TMEM37,SDC4,PCK2,ZFP36L2,ETV4,LAMA5	1.4620875772612518	0.30836579469117426	0.581345350647296
Cluster_6	TF_TG_PROXIMAL_FILTERED_NANOG	12	547	1	SFRP2	2.558653260207191	0.32798132205904457	0.608352452206292
Cluster_6	TF_TG_PROXIMAL_FILTERED_RXRA	80	547	4	TMEM37,RARB,PCK2,CD74	1.5351919561243144	0.33380139099711925	0.609319999439186
Cluster_6	TF_TG_PROXIMAL_FILTERED_PAX5	146	547	2	HLA-DMB,CD74	0.4206005359244697	1	1
Cluster_6	TF_TG_PROXIMAL_FILTERED_CTCF	1101	547	41	TRIL,COL12A1,IQGAP2,NETO2,RIPK3,ELOVL2,HLA-DMA,WNT7A,PRSS35,COL3A1,ZNF217,RNF43,IGFBP4,IGFBP3,HTR1B,CDK6,BCL2,GPX8,C15ORF48,PECAM1,TPD52L1,PPP1R3B,KCNN4,PCK2,CCR1,FKBP11,CTSW,RHOC,TLCD1,GDF15,B9D1,ENPP3,LMO1,PDGFRA,PDGFRL,BMP7,HAPLN3,PITPNC1,LAMA5,PMP22,LPIN3	1.1433763887574366	0.3789732907778827	0.664058839668758
Cluster_6	TF_TG_PROXIMAL_FILTERED_EBF1	265	547	11	LIPH,TMEM37,RNF43,CIITA,TSPAN12,UPP1,CCDC102A,ST8SIA4,EMID1,SLC3A2,AGPAT3	1.2744989824428272	0.38111202972293934	0.664058839668758
Cluster_6	TF_TG_PROXIMAL_FILTERED_SREBF2	54	547	0		0.0	1	1
Cluster_6	TF_TG_PROXIMAL_FILTERED_RDBP	17	547	1	AIF1L	1.8061081836756643	0.4305968510538095	0.72821526281159
Cluster_6	TF_TG_PROXIMAL_FILTERED_BATF	119	547	5	SLC4A4,ADM,CIITA,CCDC102A,SLC1A4	1.2900772740540458	0.44289971919569954	0.738166198659499
Cluster_6	TF_TG_PROXIMAL_FILTERED_STAT2	73	547	3	PLSCR1,IFITM1,IFITM2	1.261801607773409	0.5149543851765799	0.81772748758624
Cluster_6	TF_TG_PROXIMAL_FILTERED_STAT1	175	547	7	AIF1L,PLSCR1,SEMA4B,IFITM1,IFITM2,ICAM1,NUPR1	1.2281535648994517	0.5185212484439969	0.81772748758624
Cluster_6	TF_TG_PROXIMAL_FILTERED_CCNT2	78	547	1	KLF10	0.3936389631087986	1	1
Cluster_6	TF_TG_PROXIMAL_FILTERED_ZNF274	81	547	1	AIF1L	0.37905974225291716	1	1
Cluster_6	TF_TG_PROXIMAL_FILTERED_FOSL1	83	547	1	AIF1L	0.36992577256007575	1	1
